title,company,location,work_type,level,compensation,link,id,classification
Senior Knowledge Graph Engineer / AI Architect,Phizenix,USA,Remote,Senior level,70-80 Annually,https://builtin.com/job/senior-knowledge-graph-engineer-ai-architect/7045460,7045460,ai_support
AI Product Developer,Planera,2 Locations,Remote,Mid level,,https://builtin.com/job/ai-product-developer/7779814,7779814,ai_support
Staff AI / Machine Learning Engineer,Blackbird.AI,United States,Remote,Senior level,,https://builtin.com/job/staff-ai-machine-learning-engineer/8020473,8020473,ai_first
Staff AI Software Engineer and Technical Educator,Udacity,United States,Remote,Senior level,210K-210K Annually,https://builtin.com/job/staff-ai-software-engineer-and-technical-educator/7778524,7778524,ai_support
Staff AI Product Engineer,Modern Health,United States,Remote,Senior level,175K-206K Annually,https://builtin.com/job/staff-ai-product-engineer/8017739,8017739,ai_support
Data Solutions AI Application Developer III - Front-end Development with Python experience,CareSource,USA,Remote,Senior level,94K-165K Annually,https://builtin.com/job/data-solutions-ai-application-developer-iii/8020778,8020778,ai_first
Staff Software Engineer - AI SDK,Temporal Technologies,United States,Remote,Mid level,196K-245K Annually,https://builtin.com/job/staff-software-engineer-ai-sdk/7052572,7052572,ai_support
AI ML Engineer,dv01,USA,Remote,Mid level,145K-160K Annually,https://builtin.com/job/ai-ml-engineer/7266305,7266305,ai_first
"Senior Software Engineer, AI Product",Vanta,U.S.,Remote,Senior level,207K-244K Annually,https://builtin.com/job/senior-software-engineer-ai-product/7776264,7776264,ai_support
"Senior Software Engineer, Applied AI",TLDR,USA,Remote,Mid level,150K-250K Annually,https://builtin.com/job/head-gtm-engineering/8004295,8004295,ai_support
"Staff Software Engineer, AI & Automation",Mozilla,US,Remote,Senior level,163K-217K Annually,https://builtin.com/job/staff-software-engineer-ai-automation/8004471,8004471,ai_support
"Software Engineer III/Senior, AI Gateway",ngrok,United States,Remote,Mid level,160K-225K Annually,https://builtin.com/job/software-engineer-iii-senior-ai-gateway/7281085,7281085,ai_support
Sr. Software Reliability Engineer for AI,MixMode,USA,Remote,Senior level,,https://builtin.com/job/sr-software-reliability-engineer-ai/8168111,8168111,ai_support
Senior Sales Engineer - AI/ML Advanced Data Architecture - HealthTech,Komodo Health,United States,Remote,Senior level,151K-208K Annually,https://builtin.com/job/sales-engineer-ai-ml-advanced-data-architecture/7471119,7471119,ai_support
AI / ML Solutions Engineer,Anyscale,USA,Remote,Senior level,,https://builtin.com/job/ai-ml-solutions-engineer/8167425,8167425,ai_support
Forward Deployed Engineer – AI Revenue Agents,Outreach,United States,Remote,Senior level,90K-110K Annually,https://builtin.com/job/forward-deployed-engineer-ai-revenue-agents/8167390,8167390,ai_support
"Research Engineer, AI",EvolutionaryScale,2 Locations,In-Office,Mid level,150K-350K Annually,https://builtin.com/job/research-engineer-ai/7686990,7686990,other
Lead Engineer (AI and Agent Development),Saccharo AI,"New York City, NY, USA",Hybrid,Mid level,150K-150K Annually,https://builtin.com/job/lead-engineer-ai-and-agent-development/7008912,7008912,ai_support
Senior Applied AI Engineer,GrayMatter Robotics,"Los Angeles, CA, USA",In-Office,Senior level,150K-170K Annually,https://www.builtinla.com/job/senior-applied-ai-engineer/8327260,8327260,ai_first
"Staff Software Engineer, Frontend (AI)",BuildOps,"Los Angeles, CA, USA",Hybrid,Senior level,196K-272K Annually,https://www.builtinla.com/job/staff-software-engineer-frontend-ai/8395019,8395019,ai_support
Staff Engineer - Agentic AI,Artera,9 Locations,Hybrid,Senior level,140K-200K Annually,https://www.builtinla.com/job/software-staff-engineer/7727195,7727195,ai_support
Computer Vision AI Engineer,Booz Allen Hamilton,5 Locations,In-Office,Senior level,78K-176K Annually,https://www.builtinla.com/job/computer-vision-ai-engineer/8257565,8257565,ai_first
Senior AI Engineer,Milliman,27 Locations,In-Office or Remote,Senior level,105K-199K Annually,https://www.builtinla.com/job/senior-ai-engineer/8385960,8385960,ai_first
Lead AI Product Engineer - AI Agents & Emerging Products,System1,"Los Angeles, CA, USA",Hybrid,Senior level,,https://www.builtinla.com/job/lead-ai-product-engineer-ai-agents-emerging-products/8196329,8196329,ai_support
Principal AI/ML Engineer - Remote,Optum,5 Locations,In-Office or Remote,Expert/Leader,135K-231K Annually,https://www.builtinla.com/job/principal-ai-ml-engineer-remote/8313876,8313876,ai_first
"Senior Staff Machine Learning Engineer, AI Engineering Tools",Block,8 Locations,In-Office or Remote,Senior level,277K-415K Annually,https://www.builtinla.com/job/senior-staff-machine-learning-engineer-ai-engineering-tools/7766369,7766369,ai_first
"Senior Staff Machine Learning Engineer, Applied AI",Block,8 Locations,In-Office or Remote,Expert/Leader,277K-415K Annually,https://www.builtinla.com/job/staff-machine-learning-engineer-applied-ai-platform/6957617,6957617,ai_first
"Staff Machine Learning Engineer, Tidal Personalization AI",Block,8 Locations,In-Office or Remote,Senior level,195K-343K Annually,https://www.builtinla.com/job/senior-machine-learning-engineer-tidal-product-ai/6706601,6706601,ai_first
"Staff Software Engineer, AI Runtime Systems",Crunchyroll,"Los Angeles, CA, USA",Hybrid,Expert/Leader,200K-249K Annually,https://www.builtinla.com/job/staff-software-engineer-ai-runtime-systems/7799756,7799756,ai_support
Staff AI Engineer,WEX Inc.,12 Locations,In-Office or Remote,Senior level,185K-217K Annually,https://www.builtinla.com/job/staff-ai-engineer/8229742,8229742,ai_first
AI Engineer 2,WEX Inc.,12 Locations,In-Office or Remote,Junior,125K-149K Annually,https://www.builtinla.com/job/mid-level-ai-ml-nlp-engineer/7861932,7861932,ai_first
"Senior Machine Learning Engineer, Applied AI",Block,8 Locations,In-Office or Remote,Senior level,195K-343K Annually,https://www.builtinla.com/job/senior-machine-learning-engineer-applied-ai/7564889,7564889,ai_first
"Lead Full Stack Engineer, AI",Centerfield,"Los Angeles, CA, USA",Hybrid,Senior level,140K-170K Annually,https://www.builtinla.com/job/lead-full-stack-engineer-ai/7091760,7091760,ai_support
Applied AI Engineer,Outsmart,2 Locations,In-Office,Senior level,,https://www.builtinla.com/job/applied-ai-engineer/8250680,8250680,ai_first
Sr. Staff Software Engineer - Advanced Analytics Platform (Rust + AI),DISQO,"Los Angeles, CA, USA",Hybrid,Senior level,200K-240K Annually,https://www.builtinla.com/job/sr-staff-software-engineer-advanced-analytics-platform-rust-ai/7789175,7789175,ai_support
AI Engineer,Capsule (capsule.video),"Los Angeles, CA, USA",In-Office,Mid level,,https://www.builtinla.com/job/ai-engineer/7107575,7107575,ai_first
Senior AI Engineer,WEX Inc.,13 Locations,In-Office or Remote,Senior level,140K-186K Annually,https://www.builtinla.com/job/senior-machine-learning-engineer/7064866,7064866,ai_first
"Software Engineer, AI Web Game",Wolf Games,"Los Angeles, CA, USA",In-Office,Mid level,,https://www.builtinla.com/job/software-engineer-ai-web-game/8393890,8393890,ai_support
Senior AI Engineer – Agentic Platform Lead,Voyager Technologies,3 Locations,In-Office,Senior level,165K-250K Annually,https://www.builtinla.com/job/senior-ai-engineer-agentic-platform-lead/8019906,8019906,ai_first
"Senior Full Stack Engineer (Python, Serverless, AI Fluency)",VYNYL,"Los Angeles, CA, USA",In-Office,Senior level,140K-175K Annually,https://www.builtinla.com/job/senior-full-stack-engineer-python-serverless-ai-fluency/8389528,8389528,ai_support
Senior Machine Learning Engineer: 3D Generative AI,Genies,2 Locations,In-Office,Mid level,180K-270K Annually,https://www.builtinla.com/job/senior-machine-learning-engineer-3d-generative-ai/6606445,6606445,ai_first
Principal AI Engineer,Kizen,"Los Angeles, CA, USA",Hybrid,Senior level,250K-412K Annually,https://www.builtinla.com/job/principal-ai-engineer/7269462,7269462,ai_first
"Vice President, AI Product Engineer","Oaktree Capital Management, L.P.","Los Angeles, CA, USA",In-Office,Senior level,190K-225K Annually,https://www.builtinla.com/job/vice-president-ai-product-engineer/7712320,7712320,ai_first
"Staff Machine Learning Engineer, Tidal Personalization AI",TIDAL,8 Locations,Remote or Hybrid,Expert/Leader,195K-343K Annually,https://www.builtinla.com/job/staff-machine-learning-engineer-tidal-personalization-ai/8025671,8025671,ai_first
"Senior Software Engineer, AI",Cast & Crew LLC,"Burbank, CA, USA",In-Office,Senior level,130K-165K Annually,https://www.builtinla.com/job/senior-software-engineer-ai/6775085,6775085,ai_support
"Consulting Systems Engineer (SoCal) - AI, Data, and DevOps Solutions",World Wide Technology,2 Locations,In-Office or Remote,Senior level,150K-200K Annually,https://www.builtinla.com/job/consulting-systems-engineer-socal-ai-data-and-devops-solutions/7903587,7903587,ai_support
Machine Learning Engineer Intern: 3D Generative AI (Q1 2026),Genies,"Los Angeles, CA, USA",In-Office,Internship,45-45 Hourly,https://www.builtinla.com/job/machine-learning-engineer-intern-3d-generative-ai-q1-2026/7901562,7901562,ai_first
Private Cloud AI Customer Engineer,Hewlett Packard Enterprise,5 Locations,Remote,Mid level,103K-237K Annually,https://www.builtinla.com/job/private-cloud-ai-customer-engineer/7373748,7373748,ai_support
"Senior Software Engineer, AI Inference",NVIDIA,6 Locations,Remote,Senior level,184K-357K Annually,https://www.builtinla.com/job/senior-software-engineer-distributed-inference/6976839,6976839,ai_support
Sr AI/HPC Applications and Performance Engineer,Hewlett Packard Enterprise,3 Locations,In-Office or Remote,Senior level,162K-371K Annually,https://www.builtinla.com/job/sr-ai-hpc-applications-and-performance-engineer/7722465,7722465,other
Sr. AI Application Developer,Genesys,3 Locations,Remote,Senior level,130K-241K Annually,https://www.builtinla.com/job/sr-ai-application-developer/8245905,8245905,ai_first
Full Stack Software Engineer - Agentic AI Startup,NinjaTech AI,8 Locations,In-Office or Remote,Mid level,165K-210K Annually,https://www.builtinla.com/job/full-stack-software-engineer-agentic-ai-startup/8351758,8351758,ai_support
"Principal Software Engineer, AI Agents and Tasks",Moon,2 Locations,In-Office,Senior level,210K-300K Annually,https://www.builtinla.com/job/principal-software-engineer-ai-agents-and-tasks/7590947,7590947,ai_support
Senior Backend Engineer (Analytics/ AI Personalization),Tapcart,"Santa Monica, CA, USA",In-Office,Senior level,175K-200K Annually,https://www.builtinla.com/job/senior-backend-engineer-analytics-ai-personalization/7125632,7125632,ai_support
Senior Software Engineer – Internal AI Tools Lead,Voyager Technologies,3 Locations,In-Office,Senior level,150K-230K Annually,https://www.builtinla.com/job/senior-software-engineer-internal-ai-tools-lead/8058090,8058090,ai_support
Software Engineer – Full Stack - Internal AI Tools Team,Voyager Technologies,3 Locations,In-Office,Mid level,120K-180K Annually,https://www.builtinla.com/job/software-engineer-full-stack-agentic-computational-engineering-ace-platform/8058093,8058093,ai_support
Simulation Engineer / AI Physicist (ACE),Voyager Technologies,3 Locations,In-Office,Junior,120K-180K Annually,https://www.builtinla.com/job/ai-software-engineer-agents-ace/8058087,8058087,ai_support
"Staff Software Engineer, AI/ML Focus",Cambiar Education,"California, USA",Remote,Senior level,140K-170K Annually,https://www.builtinla.com/job/staff-software-engineer-ai-ml-focus/7902495,7902495,ai_support
"Lead Software Engineer, AI Planning",Divergent,"Torrance, CA, USA",In-Office,Mid level,156K-214K Annually,https://www.builtinla.com/job/lead-software-engineer-ai-planning/7975568,7975568,ai_support
Full Stack Developer with AI Model Experience (React.js/Node.js/TypeScript),Bee Techy,"Los Angeles, CA, USA",In-Office or Remote,Mid level,20-25 Hourly,https://www.builtinla.com/job/full-stack-developer-ai-model-experience-react-js-node-js-typescript/8203563,8203563,other
Staff AI/ML Engineer,Cambiar Education,"California, USA",Remote,Senior level,130K-160K Annually,https://www.builtinla.com/job/staff-ai-ml-engineer/7863307,7863307,ai_first
"Senior Software Engineer, AI Systems",Subject,"Los Angeles, CA, USA",In-Office,Senior level,255K-285K Annually,https://www.builtinla.com/job/senior-software-engineer-ai-systems/6870134,6870134,ai_support
Staff Solutions Engineer - Observo AI,SentinelOne,"California, USA",,Senior level,216K-297K Annually,https://www.builtinla.com/job/sr-solutions-engineer-observo-ai/7331343,7331343,ai_support
Principal Full Stack Engineer - AI Product,Re:Build Manufacturing,3 Locations,In-Office,Senior level,185K-230K Annually,https://www.builtinla.com/job/principal-full-stack-engineer-ai-product/7763496,7763496,ai_support
Solution Engineer /SME  ( AI/Cloud Data Platform),Alteryx,8 Locations,Remote,Senior level,160K-184K Annually,https://www.builtinla.com/job/analyst-pm-gtm-cloud-data-platform/8044614,8044614,ai_support
Senior Software Engineer - AI Platform,StubHub,"Los Angeles, CA, USA",Hybrid,Senior level,200K-250K Annually,https://www.builtinla.com/job/senior-software-engineer-ai/6786581,6786581,ai_support
