title,company,location,work_type,level,compensation,link,id,scraped_date
Senior Software Engineer – HPC & AI Advanced Development,Hewlett Packard Enterprise,7 Locations,In-Office or Remote,Senior level,137K-315K Annually,https://builtin.com/job/senior-software-engineer-hpc-ai-advanced-development/8037077,8037077,2026-02-04
AI Research Engineer,CSquared Labs,2 Locations,Hybrid,Expert/Leader,,https://builtin.com/job/ai-research-engineer/8104374,8104374,2026-02-04
"Software Engineer, Data & AI",Vendelux,"New York, NY, USA",Hybrid,Mid level,140K-185K Annually,https://builtin.com/job/software-engineer-data-ai/8105309,8105309,2026-02-04
AI Automation Engineer,BetterUp,5 Locations,In-Office,Senior level,144K-227K Annually,https://builtin.com/job/ai-automation-engineer/8314375,8314375,2026-02-04
Agentic AI Senior Software Engineer,S&P Global,2 Locations,In-Office,Senior level,110K-170K Annually,https://builtin.com/job/agentic-ai-senior-software-engineer/7982893,7982893,2026-02-04
Software Engineer II - Applied AI,YCharts,United States,Remote or Hybrid,Junior,140K-180K Annually,https://builtin.com/job/software-engineer-ii-applied-ai/7643812,7643812,2026-02-04
Senior Full-Stack AI Engineer,Coursera,United States,Remote,Junior,158K-198K Annually,https://builtin.com/job/fullstack-ai-engineer/6892637,6892637,2026-02-04
Principal AI Developer - Cybersecurity Operations,Arctic Wolf,2 Locations,Remote,Senior level,,https://builtin.com/job/senior-principal-ai-developer-cybersecurity-operations/7457546,7457546,2026-02-04
"Staff Software Engineer, iOS - Search and AI Mobile",Salesforce,5 Locations,In-Office,Senior level,212K-335K Annually,https://builtin.com/job/staff-software-engineer-ios-search-and-ai-mobile/7687667,7687667,2026-02-04
Applied AI Engineer,AssemblyAI,USA,Remote,Senior level,195K-250K Annually,https://builtin.com/job/applied-ai-engineer/8228578,8228578,2026-02-04
Senior Software Engineer- Artificial Intelligence,GEICO,4 Locations,In-Office,Senior level,105K-215K Annually,https://builtin.com/job/senior-software-engineer-artificial-intelligence/8351679,8351679,2026-02-04
Software Engineer - AI,Brellium,"New York City, NY, USA",In-Office,Junior,135K-185K Annually,https://builtin.com/job/software-engineer-i-ai/7234538,7234538,2026-02-04
AI Data Engineer,C the Signs,5 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/ai-data-engineer/7208603,7208603,2026-02-04
"Research Scientist/Research Engineer, AI for Secure Code",Deepmind,3 Locations,In-Office,Senior level,141K-291K Annually,https://builtin.com/job/research-scientist-research-engineer-ai-secure-code/7710081,7710081,2026-02-04
Applied AI Engineer,Atomicwork,United States,Remote,Mid level,,https://builtin.com/job/applied-ai-engineer/8222402,8222402,2026-02-04
"Lead Research Engineer, AI",Thomson Reuters,4 Locations,Hybrid,Senior level,127K-273K Annually,https://builtin.com/job/lead-research-engineer-ai/7766251,7766251,2026-02-04
Senior Software Engineer (AI Engineering),TWG Global,2 Locations,In-Office,Senior level,190K-200K Annually,https://builtin.com/job/senior-software-engineer-java-full-stack/7985422,7985422,2026-02-04
"Senior Gen AI Engineer, Salesforce Platform",MCG Health,USA,Remote,Senior level,154K-216K Annually,https://builtin.com/job/senior-gen-ai-engineer-salesforce-platform/7562172,7562172,2026-02-04
Generative AI Engineer,MCG Health,USA,Remote,Mid level,131K-184K Annually,https://builtin.com/job/generative-ai-engineer/8218275,8218275,2026-02-04
Senior AI Data Engineer- Vice President,Citi,"New York, NY, USA",In-Office,Senior level,142K-213K Annually,https://builtin.com/job/senior-ai-data-engineer-vice-president/8060348,8060348,2026-02-04
Lead AI AppSec Engineer,Capital Group,4 Locations,In-Office,Senior level,187K-385K Annually,https://builtin.com/job/ai-appsec-engineer-v/7660445,7660445,2026-02-04
"Software Engineer, AI",Sixfold,"New York, NY, USA",In-Office,Mid level,100K-195K Annually,https://builtin.com/job/software-engineer-ai/7729925,7729925,2026-02-04
Solutions Engineer (AI),Newton Research,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/solutions-engineer-ai/7912488,7912488,2026-02-04
QA Automation Engineer (AI Systems & Web Apps),Talkspace,"New York, NY, USA",In-Office or Remote,Mid level,85K-120K Annually,https://builtin.com/job/qa-automation-engineer-ai-systems-web-apps/7915287,7915287,2026-02-04
Principal AI/ML Engineer,Pragmatike,13 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/principal-ai-ml-engineer/8328948,8328948,2026-02-04
Senior UI/Frontend Engineer (AI),Pragmatike,6 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-ui-frontend-engineer-ai/8328945,8328945,2026-02-04
"Backend Engineer, Agentic AI (Senior/Staff Level)",Granted,United States,Remote,Senior level,150K-225K Annually,https://builtin.com/job/founding-ai-engineer/7253881,7253881,2026-02-04
"Sr. Software Engineer, AI Tasks (Fullstack)",Zapier,2 Locations,Remote,Senior level,174K-261K Annually,https://builtin.com/job/sr-software-engineer-ai-tasks-fullstack/7988361,7988361,2026-02-04
AI Engineer,Magna Legal Services,USA,Remote,Mid level,150K-175K Annually,https://builtin.com/job/ai-engineer/8043403,8043403,2026-02-04
Software Engineer (Back End) - Blueflame AI,DataSite,2 Locations,In-Office,Mid level,119K-207K Annually,https://builtin.com/job/software-engineer-back-end-blueflame-ai/7988255,7988255,2026-02-04
Senior Full Stack Engineer (AI/LLM Platform),Kasisto,"New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/senior-full-stack-engineer-ai-llm-platform/7588424,7588424,2026-02-04
"Senior Engineer,  Interactive Voice Response - AI/ML",GEICO,3 Locations,In-Office,Senior level,100K-215K Annually,https://builtin.com/job/senior-engineer-java-ai-ml-remote/7076325,7076325,2026-02-04
"Senior Engineer, Interactive Voice Response - AI/ML",GEICO,3 Locations,In-Office,Senior level,80K-215K Annually,https://builtin.com/job/senior-engineer-java-ai-ml-remote/7076369,7076369,2026-02-04
AI/ML Engineer,Starr Insurance,"Parkside, New York, NY, USA",In-Office,Mid level,135K-175K Annually,https://builtin.com/job/ai-ml-engineer/7555589,7555589,2026-02-04
"Senior Software Engineer, Applied AI",Astronomer,"New York City, NY, USA",In-Office,Senior level,180K-210K Annually,https://builtin.com/job/senior-software-engineer-applied-ai/7423323,7423323,2026-02-04
"AI Research Engineer, Enterprise Evaluations",Scale AI,2 Locations,In-Office,Mid level,179K-224K Annually,https://builtin.com/job/ai-research-engineer-enterprise-evaluations/7684106,7684106,2026-02-04
"Founding Design Engineer, AI Capability Development, Education Labs",Anthropic,2 Locations,In-Office,Senior level,300K-405K Annually,https://builtin.com/job/founding-design-engineer-ai-capability-development-education-labs/8319380,8319380,2026-02-04
Software Engineer (AI),Numeral,2 Locations,In-Office or Remote,Senior level,175K-300K Annually,https://builtin.com/job/foundational-ai-engineer/8318564,8318564,2026-02-04
AI Engineer,HouseAccount,USA,Remote,Mid level,,https://builtin.com/job/ai-engineer/7495968,7495968,2026-02-04
"Senior Software Engineer (Laravel), AI Solutions",PactFi,"New York, NY, USA",In-Office,Senior level,150K-170K Annually,https://builtin.com/job/senior-software-engineer-laravel-ai-solutions/8308979,8308979,2026-02-04
AI Developer (QB - AI - 20260112),Celara,USA,Remote,Senior level,,https://builtin.com/job/ai-developer-qb-ai-20260112/8177550,8177550,2026-02-04
"Software Engineer, AI",Paces,"Brooklyn, New York, NY, USA",Hybrid,Mid level,150K-190K Annually,https://builtin.com/job/software-engineer-ai/7411568,7411568,2026-02-04
"Senior Software Engineer, AI",Imprint,3 Locations,In-Office,Mid level,170K-220K Annually,https://builtin.com/job/senior-software-engineer-ai/6768326,6768326,2026-02-04
AI/ML Full Stack Engineer (Mid Level),Mogul & Co,2 Locations,Remote or Hybrid,Mid level,110K-130K Annually,https://builtin.com/job/ai-ml-full-stack-engineer-mid-level/8088317,8088317,2026-02-04
"Senior Staff Engineer, AI",Arc (joinarc.com),8 Locations,In-Office or Remote,Senior level,180K-300K Annually,https://builtin.com/job/senior-staff-engineer-ai/7901970,7901970,2026-02-04
AI Deployment Engineer- ChatGPT Ecosystem,OpenAI,2 Locations,In-Office,Senior level,252K-335K Annually,https://builtin.com/job/solutions-architect-chatgpt-ecosystem/7393512,7393512,2026-02-04
"Staff Software Engineer, AI - Hybrid",Octane,"New York, NY, USA",Remote or Hybrid,Senior level,150K-210K Annually,https://builtin.com/job/staff-software-engineer-ai-hybrid/7176558,7176558,2026-02-04
"Data Engineer (AI, ML, and Data Science)",Consumer Reports,"Yonkers, NY, USA",Hybrid,Mid level,100K-120K Annually,https://builtin.com/job/data-engineer-ai-ml-and-data-science/7897606,7897606,2026-02-04
"Full Stack Software Engineer (AI, ML, and Data Science)",Consumer Reports,"Yonkers, NY, USA",Hybrid,Senior level,100K-120K Annually,https://builtin.com/job/full-stack-software-engineer-ai-ml-and-data-science/7897611,7897611,2026-02-04
AVP – AI Solutions Engineer,LPL Financial,2 Locations,In-Office,Senior level,134K-223K Annually,https://builtin.com/job/avp-ai-solutions-engineer/7901352,7901352,2026-02-04
AI Data Engineer,Influur,"New York, NY, USA",In-Office or Remote,Senior level,200K-200K Annually,https://builtin.com/job/ai-data-engineer/8087421,8087421,2026-02-04
Managing Engineer (Python/AI LLM),Allstate,US,Remote,Senior level,120K-194K Annually,https://builtin.com/job/managing-engineer-python-ai-llm/8203179,8203179,2026-02-04
AI Automation Engineer Tech Lead (Remote),Myriad360,USA,Remote,Senior level,150K-160K Annually,https://builtin.com/job/ai-automation-engineer-tech-lead-remote/8393779,8393779,2026-02-04
Founding AI Engineer,Coverbase,USA,Remote,Mid level,140K-220K Annually,https://builtin.com/job/founding-ai-engineer/7780278,7780278,2026-02-04
Entry-Level AI/ML Software Developer Apprenticeship - Bletchley Fellowship,Flatiron School,United States,Remote,Internship,20-20 Hourly,https://builtin.com/job/entry-level-ai-ml-software-developer-apprenticeship-bletchley-fellowship/8389142,8389142,2026-02-04
Intelligent Workplace Engineer – Employee Productivity AI,GlobalFoundries,9 Locations,In-Office or Remote,Senior level,93K-184K Annually,https://builtin.com/job/intelligent-workplace-engineer-employee-productivity-ai/7522802,7522802,2026-02-04
"Staff AI Innovation Engineer, Employee Experience",Airbnb,United States,Remote,Expert/Leader,180K-225K Annually,https://builtin.com/job/staff-ai-innovation-engineer-employee-experience/7979527,7979527,2026-02-04
Generative AI Inference Engineer,Stability AI,United States,Remote,Expert/Leader,,https://builtin.com/job/generative-ai-inference-engineer/7729834,7729834,2026-02-04
Staff AI API Engineer,SentinelOne,United States,Remote,Senior level,170K-235K Annually,https://builtin.com/job/staff-ai-api-engineer/6840091,6840091,2026-02-04
AI Platform Engineer,0G Labs,USA,Remote,Mid level,,https://builtin.com/job/ai-platform-engineer/7720115,7720115,2026-02-04
Senior Product Marketing Manager; AI & Product Developer Marketing,Amplitude,USA,Remote,Senior level,166K-278K Annually,https://builtin.com/job/product-marketing-manager-experiment/7729729,7729729,2026-02-04
Sr Application Engineer (Salesforce Agentforce AI),PointClickCare,USA,Remote,Senior level,121K-135K Annually,https://builtin.com/job/sr-application-engineer-salesforce-agentforce-ai/8133686,8133686,2026-02-04
Senior Software Engineer (AI / LLMs),apiphani,USA,Remote,Senior level,120K-160K Annually,https://builtin.com/job/senior-software-engineer-ai-llms/7458090,7458090,2026-02-04
Forward Deployed AI Engineer,Lorikeet,US,Remote,Mid level,,https://builtin.com/job/forward-deployed-ai-engineer/8005716,8005716,2026-02-04
AI Engineer,CoreStory,US,Remote,Mid level,,https://builtin.com/job/ai-engineer/7998280,7998280,2026-02-04
Principal AI/ML Solution Engineer,Snowflake,"New York, NY, USA",In-Office or Remote,Senior level,189K-248K Annually,https://builtin.com/job/principal-solution-engineer/8295096,8295096,2026-02-04
"Senior AI Python Software Engineer (Perm, USA, Remote + Travel)",Nearform,United States,Remote,Senior level,,https://builtin.com/job/senior-ai-python-software-engineer-perm-usa-remote-travel/8373891,8373891,2026-02-04
"Software Engineer, AI/ML Systems",LM Studio,"New York City, NY, USA",In-Office,Mid level,175K-275K Annually,https://builtin.com/job/software-engineer-ai-ml-systems/8077834,8077834,2026-02-04
AI Deployment Engineer- Media Partnerships,OpenAI,"New York City, NY, USA",In-Office,Senior level,197K-278K Annually,https://builtin.com/job/solutions-architect-media-partnerships/7631480,7631480,2026-02-04
Generative AI / Machine Learning Engineer,Medal,"New York City, NY, USA",In-Office,Senior level,350K-450K Annually,https://builtin.com/job/generative-ai-machine-learning-engineer-nyc/7141363,7141363,2026-02-04
"AI Applications Engineer (Glen Cove, NY)",Standard Bots,"Glen Cove, NY, USA",In-Office,Senior level,80K-150K Annually,https://builtin.com/job/ai-applications-engineer-glen-cove-ny/8293494,8293494,2026-02-04
"Senior QA Engineer, AI Experience",Kiddom,2 Locations,Hybrid,Senior level,110K-165K Annually,https://builtin.com/job/senior-qa-engineer-ai-experience/8291786,8291786,2026-02-04
"Forward Deployed Engineer, AI Inference (vLLM and Kubernetes)",Red Hat,2 Locations,In-Office or Remote,Senior level,193K-319K Annually,https://builtin.com/job/forward-deployed-engineer-ai-inference-vllm-and-kubernetes/8291315,8291315,2026-02-04
Senior AI/ML Engineer,Starr Insurance,"Parkside, New York, NY, USA",In-Office,Senior level,180K-200K Annually,https://builtin.com/job/senior-ai-ml-engineer/6298916,6298916,2026-02-04
"Staff Software Engineer, Cribl AI",Cribl,United States,Remote,Senior level,185K-255K Annually,https://builtin.com/job/staff-software-engineer-cribl-ai/8370650,8370650,2026-02-04
Principal Engineer - Voice AI,Checkmate (itsacheckmate.com),United States,Remote,Expert/Leader,190K-245K Annually,https://builtin.com/job/principal-engineer-voice-ai/8122606,8122606,2026-02-04
Lead Product Engineer – .NET and AI Driven,Green Dot Corporation,U.S.,Remote,Senior level,140K-199K Annually,https://builtin.com/job/lead-product-engineer-net-and-ai-driven/7467931,7467931,2026-02-04
Senior AI Engineer,Yuno,4 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/backend-ai-engineer/7481665,7481665,2026-02-04
Applied AI Engineer,Cordial,US,Remote,Mid level,140K-160K Annually,https://builtin.com/job/ai-engineer/7764233,7764233,2026-02-04
AI Operations Engineer,Praetorian,United States,Remote,Mid level,,https://builtin.com/job/ai-operations-engineer/8370009,8370009,2026-02-04
"Forward Deployed Engineer, Applied AI (Federal Civilian)",Anthropic,3 Locations,In-Office,Mid level,280K-320K Annually,https://builtin.com/job/forward-deployed-engineer-applied-ai-federal-civilian/8278229,8278229,2026-02-04
Agentic Artificial Intelligence (AI) Engineer - Talent Pipeline (Remote - US),Atmosera,United States,Remote,Senior level,,https://builtin.com/job/agentic-artificial-intelligence-ai-engineer-remote/6817633,6817633,2026-02-04
Junior AI Platform Engineer - Supernal,Infinity Constellation,USA,Remote,Junior,20-30 Hourly,https://builtin.com/job/junior-ai-platform-engineer-supernal/7957789,7957789,2026-02-04
Solutions Engineer - AWS Customer Experience & AI,Phizenix,USA,Remote,Senior level,140K-150K Annually,https://builtin.com/job/solutions-engineer-aws-customer-experience-ai/7449320,7449320,2026-02-04
Senior Software Engineer I- AI/ML,Aledade,United States,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-i-ai-ml/8113342,8113342,2026-02-04
AI Process Automation Engineer,Blueprint,USA,Remote,Senior level,125K-135K Annually,https://builtin.com/job/ai-process-automation-engineer/8106404,8106404,2026-02-04
"Sr. Full-Stack Engineer, Applied AI",hims & hers,US,Remote,Senior level,170K-220K Annually,https://builtin.com/job/sr-full-stack-engineer-applied-ai/7712672,7712672,2026-02-04
"Associate Distinguished Engineer - AI, Data Science & Agentic Solutions",Nagarro,US,Remote,Expert/Leader,,https://builtin.com/job/associate-distinguished-engineer-ai-data-science-agentic-solutions/8111938,8111938,2026-02-04
Lead AI Product Engineer,Mitratech,US,Remote,Expert/Leader,,https://builtin.com/job/lead-ai-product-engineer/7441142,7441142,2026-02-04
"Software Engineer, AI Infrastructure",Fireworks AI,2 Locations,In-Office,Mid level,300K-500K Annually,https://builtin.com/job/software-engineer-ai-infrastructure/7612216,7612216,2026-02-04
